# name;mass;orbital_period;discovered;radius;semi_major_axis;star_distance;star_teff;method;star_name
Kepler-925 b;;33.8678531;2016;0.209;;623.0;4673.0;Primary Transit;Kepler-925
Kepler-926 b;;52.0688601;2016;0.206;;771.0;5806.0;Primary Transit;Kepler-926
Kepler-927 b;;9.1149903;2016;0.153;;879.0;5743.0;Primary Transit;Kepler-927
Kepler-928 b;;3.9324613;2016;0.142;;532.0;4700.0;Primary Transit;Kepler-928
Kepler-929 b;;0.92103214;2016;0.099;;820.0;5869.0;Primary Transit;Kepler-929
Kepler-93 b;0.0143;4.72674;2014;0.14;0.053;96.18;5669.0;Primary Transit;Kepler-93
Kepler-93 c;3.0;1460.0;2014;;16.6;96.18;5669.0;Radial Velocity;Kepler-93
Kepler-930 b;;71.4517775;2016;0.19;;905.0;6335.0;Primary Transit;Kepler-930
Kepler-931 b;;8.03755877;2016;0.119;;490.0;5241.0;Primary Transit;Kepler-931
Kepler-932 b;;1.9214374;2016;0.122;;478.0;5331.0;Primary Transit;Kepler-932
Kepler-933 b;;14.20443009;2016;0.219;;922.0;5346.0;Primary Transit;Kepler-933
Kepler-934 b;;55.6738309;2016;0.186;;603.0;5001.0;Primary Transit;Kepler-934
Kepler-935 b;;4.88083852;2016;0.12;;482.0;4830.0;Primary Transit;Kepler-935
Kepler-936 b;;10.56134221;2016;0.129;;687.0;5482.0;Primary Transit;Kepler-936
Kepler-937 b;;67.668827;2016;0.332;;1482.0;6095.0;Primary Transit;Kepler-937
Kepler-937 c;;153.343364;2016;0.238;;1482.0;6095.0;Primary Transit;Kepler-937
Kepler-938 b;;52.6298417;2016;0.198;;861.0;5533.0;Primary Transit;Kepler-938
Kepler-939 b;;14.878296;2016;0.156;;1029.0;5471.0;Primary Transit;Kepler-939
Kepler-94 b;0.034;2.50806;2014;0.313;;192.97;4781.0;Primary Transit;Kepler-94
Kepler-94 c;9.836;820.3;2014;;;192.97;4781.0;Radial Velocity;Kepler-94
Kepler-940 b;;59.6225257;2016;0.298;;1317.0;5769.0;Primary Transit;Kepler-940
Kepler-941 b;;17.42395198;2016;0.275;;1105.0;5539.0;Primary Transit;Kepler-941
Kepler-942 b;;44.96417488;2016;0.19;;218.0;4861.0;Primary Transit;Kepler-942
Kepler-943 b;;49.7701438;2016;0.529;0.2672;1239.0;5612.0;Primary Transit;Kepler-943
Kepler-944 b;;43.3167737;2016;0.235;;1035.0;5409.0;Primary Transit;Kepler-944
Kepler-945 b;;31.0033814;2016;0.235;;1543.0;5718.0;Primary Transit;Kepler-945
Kepler-946 b;;11.79162572;2016;0.172;;918.0;5665.0;Primary Transit;Kepler-946
Kepler-947 b;;26.9644317;2016;0.203;;1188.0;5508.0;Primary Transit;Kepler-947
Kepler-948 b;;7.76846622;2016;0.165;;884.0;5679.0;Primary Transit;Kepler-948
Kepler-949 b;;8.6893073;2016;0.26;;572.0;5403.0;Primary Transit;Kepler-949
Kepler-95 b;0.041;11.5231;2014;0.305;;451.38;5699.0;Primary Transit;Kepler-95
Kepler-950 b;;98.7180406;2016;0.801;;1489.0;5857.0;Primary Transit;Kepler-950
Kepler-951 b;;71.52530845;2016;0.499;;408.0;4834.0;Primary Transit;Kepler-951
Kepler-952 b;;130.3546919;2016;0.682;;1167.0;5730.0;Primary Transit;Kepler-952
Kepler-953 b;;88.40655258;2016;0.376;0.19757;240.0;5416.0;Primary Transit;Kepler-953
Kepler-953 c;;9.10967112;2016;0.106;;240.0;5416.0;Primary Transit;Kepler-953
Kepler-954 b;;16.78176602;2016;0.207;;224.0;4990.0;Primary Transit;Kepler-954
Kepler-955 b;;14.53244172;2016;0.279;;637.0;5350.0;Primary Transit;Kepler-955
Kepler-956 b;;5.24867263;2016;0.268;;631.0;6040.0;Primary Transit;Kepler-956
Kepler-957 b;;5.90741354;2016;0.491;;749.0;4963.0;Primary Transit;Kepler-957
Kepler-958 b;;9.7678805;2016;0.184;;467.0;5421.0;Primary Transit;Kepler-958
Kepler-959 b;;14.80074836;2016;0.391;;1003.0;7005.0;Primary Transit;Kepler-959
Kepler-96 b;0.027;16.2385;2014;0.238;;123.32;5690.0;Primary Transit;Kepler-96
Kepler-960 b;;3.12686223;2016;0.204;;298.0;4755.0;Primary Transit;Kepler-960
Kepler-961 b;;16.87727414;2016;0.227;;607.0;5582.0;Primary Transit;Kepler-961
Kepler-962 b;;12.05707239;2016;0.176;;439.0;5478.0;Primary Transit;Kepler-962
Kepler-963 b;;9.97683705;2016;0.237;;786.0;5461.0;Primary Transit;Kepler-963
Kepler-964 b;;13.5225106;2016;0.189;;478.0;5427.0;Primary Transit;Kepler-964
Kepler-965 b;;134.2527298;2016;0.302;;618.0;5886.0;Primary Transit;Kepler-965
Kepler-966 b;;99.747622;2016;0.368;;773.0;5840.0;Primary Transit;Kepler-966
Kepler-967 b;;13.22713379;2016;0.21;;499.0;5178.0;Primary Transit;Kepler-967
Kepler-967 c;;198.7112502;2016;0.326;;499.0;5178.0;Primary Transit;Kepler-967
Kepler-968 b;;3.69298373;2016;0.178;;312.0;4598.0;Primary Transit;Kepler-968
Kepler-968 c;;5.70940492;2016;0.151;;312.0;4598.0;Primary Transit;Kepler-968
Kepler-969 b;;34.1731714;2016;0.185;;411.0;5214.0;Primary Transit;Kepler-969
Kepler-969 c;;1.6829346;2016;0.088;;411.0;5214.0;Primary Transit;Kepler-969
Kepler-97 b;0.011;2.58664;2014;0.132;;405.58;5779.0;Primary Transit;Kepler-97
Kepler-97 c;1.08;789.0;2014;;;405.58;5779.0;Radial Velocity;Kepler-97
Kepler-970 b;;16.73652231;2016;0.247;;350.0;4511.0;Primary Transit;Kepler-970
Kepler-971 b;;9.59070716;2016;0.19;;345.0;5431.0;Primary Transit;Kepler-971
Kepler-972 b;;7.03932553;2016;0.415;;1304.0;6146.0;Primary Transit;Kepler-972
Kepler-973 b;;49.6077331;2016;0.175;;297.0;5213.0;Primary Transit;Kepler-973
Kepler-974 b;;4.19449651;2016;0.14;;121.0;3687.0;Primary Transit;Kepler-974
Kepler-975 b;;1.97034246;2016;0.132;;404.0;4897.0;Primary Transit;Kepler-975
Kepler-976 b;;105.9564148;2016;0.353;;1020.0;5232.0;Primary Transit;Kepler-976
Kepler-977 b;;26.85328322;2016;0.234;;664.0;5315.0;Primary Transit;Kepler-977
Kepler-978 b;;49.6221509;2016;0.267;;624.0;6002.0;Primary Transit;Kepler-978
Kepler-979 b;;8.0880135;2016;0.243;;606.0;5310.0;Primary Transit;Kepler-979
Kepler-98 b;0.011;1.54168;2014;0.178;;353.87;5539.0;Primary Transit;Kepler-98
Kepler-980 b;;11.55102504;2016;0.238;;804.0;5935.0;Primary Transit;Kepler-980
Kepler-981 b;;4.46975774;2016;0.206;;913.0;5718.0;Primary Transit;Kepler-981
Kepler-982 b;;15.7738221;2016;0.201;;702.0;6139.0;Primary Transit;Kepler-982
Kepler-983 b;;60.0855082;2016;0.211;;655.0;6052.0;Primary Transit;Kepler-983
Kepler-984 b;;43.0342272;2016;0.189;;461.0;5610.0;Primary Transit;Kepler-984
Kepler-985 b;;116.331901;2016;0.266;;741.0;5434.0;Primary Transit;Kepler-985
Kepler-986 b;;56.4349938;2016;0.211;;563.0;5642.0;Primary Transit;Kepler-986
Kepler-987 b;;105.3033148;2016;0.291;;936.0;5637.0;Primary Transit;Kepler-987
Kepler-988 b;;17.76080053;2016;0.185;;248.0;4005.0;Primary Transit;Kepler-988
Kepler-989 b;;7.96431535;2016;0.197;;484.0;5074.0;Primary Transit;Kepler-989
Kepler-99 b;0.019;4.60358;2014;0.132;;209.63;4782.0;Primary Transit;Kepler-99
Kepler-990 b;;9.91723428;2016;0.232;;933.0;5948.0;Primary Transit;Kepler-990
Kepler-990 c;;0.53835431;2016;0.136;;933.0;5948.0;Primary Transit;Kepler-990
Kepler-991 b;;82.5342519;2016;0.227;;370.0;4392.0;Primary Transit;Kepler-991
Kepler-992 b;;20.16034462;2016;0.145;;268.0;4944.0;Primary Transit;Kepler-992
Kepler-993 b;;22.08557563;2016;0.265;;298.0;3843.0;Primary Transit;Kepler-993
Kepler-994 b;;1.15116651;2016;0.143;;170.0;3934.0;Primary Transit;Kepler-994
Kepler-995 b;;28.26731672;2016;0.241;;659.0;5206.0;Primary Transit;Kepler-995
Kepler-996 b;;3.77059058;2016;0.177;;1098.0;6014.0;Primary Transit;Kepler-996
Kepler-997 b;;2.70730672;2016;0.121;;470.0;6150.0;Primary Transit;Kepler-997
Kepler-998 b;;5.65377733;2016;0.207;;996.0;6058.0;Primary Transit;Kepler-998
Kepler-999 b;;5.99185702;2016;0.209;;568.0;6237.0;Primary Transit;Kepler-999
L 168-9 b;0.0145;1.4015;2020;0.124;0.02091;25.15;3800.0;Primary Transit;L 168-9
L 98-59 b;0.0013;2.2531136;2018;0.0758;0.02191;10.623;3500.0;Primary Transit;L 98-59
L 98-59 c;0.00698;3.6906777;2018;0.12356;0.0304;10.623;3500.0;Primary Transit;L 98-59
L 98-59 d;0.0061;7.4507245;2018;0.1357;0.0486;10.623;3500.0;Primary Transit;L 98-59
L 98-59 e;;12.796;2021;;0.0717;10.623;3500.0;Radial Velocity;L 98-59
HR 8799 e;9.6;18000.0;2010;1.17;16.4;39.4;;Imaging;HR 8799
LHS 1140 b;0.02196;24.736;2017;0.15407;0.0936;12.47;3131.0;Primary Transit;LHS 1140
LHS 1140 c;0.00569;3.777931;2018;0.11437;0.02675;12.47;3131.0;Primary Transit;LHS 1140
LHS 1478 b;0.00733;1.9495378;2021;0.1106;0.01848;18.21;3381.0;Primary Transit;LHS 1478
LHS 1678 b;0.00019;0.8602322;2021;0.06209;0.01251;19.89;3490.0;Primary Transit;LHS 1678
LHS 1678 c;0.00123;3.694237;2021;0.08761;0.0331;19.89;3490.0;Primary Transit;LHS 1678
LHS 1815 b;0.0132;3.81433;2020;0.09707;0.0404;29.87;3643.0;Primary Transit;LHS 1815
J1324+63;11.5;;2018;1.23;;;;Imaging;2MASS J13243553+6358281
LHS 3844 b;;0.46292792;2018;0.1178;0.00623;14.9;3036.0;Primary Transit;LHS 3844
kappa And b;13.0;215000.0;2013;1.2;100.0;50.0;11361.0;Imaging;kappa And
L2 Pup b;12.0;;2016;;2.0;64.0;3500.0;Imaging;L2 Pup
LHS 2397a B;64.0;5194.0;2009;;3.09;14.3905;2580.0;Imaging;LHS 2397a A
LP 358-499 e;;26.5841;2019;0.154;0.1346;75.2;3655.0;Primary Transit;K2-133
LP 714-47 b;0.0969;4.052037;2020;0.419;0.0417;52.7;3950.0;Primary Transit;LP 714-47
LP 791-18 b;;0.948005;2019;0.0999;0.00969;26.493;2960.0;Primary Transit;LP 791-18
LP 791-18 c;;4.989963;2019;0.2061;0.029392;26.493;2960.0;Primary Transit;LP 791-18
LSPM J2116+0234 b;;14.446;2019;;0.0876;17.64;3475.0;Radial Velocity;LSPM J2116+0234
LHS 6176 B;45.0;;2013;;970.0;19.6846;;Imaging;LHS 6176 A
LTT 1445A b;0.00903;5.3587657;2019;0.11643;0.03813;6.9;3340.0;Primary Transit;LTT 1445A
LTT 1445A c;0.00485;3.1239035;2020;0.10233;0.0396;6.9;3340.0;Primary Transit;LTT 1445A
LTT 3780 b;0.00982;0.7683881;2020;0.11883;0.012;21.981;3360.0;Primary Transit;LTT 3780
LTT 3780 c;0.0267;12.252048;2020;0.205;0.077;21.981;3360.0;Primary Transit;LTT 3780
LTT 9779 b;0.09225;0.792052;2019;0.4211;0.01679;80.6;5445.0;Primary Transit;LTT 9779
Lalande 21185 b;;12.946;2017;;0.0789;2.55;3828.0;Radial Velocity;Lalande 21185
Lalande 21185 c;;3190.0;2021;;3.1;2.55;3828.0;Radial Velocity;Lalande 21185
LKCA 15 b;6.0;40000.0;2011;;15.7;145.0;;Imaging;LKCA 15
LkCa 15 c;;;2015;;18.6;145.0;;Imaging;LKCA 15
LP 261-75 b;21.0;;2006;;450.0;33.96;;Imaging;LP 261-75
Lupus-TR-3 b;0.81;3.91405;2007;0.89;0.0464;;5000.0;Default;Lupus-TR-3
MARVELS-10 b;;217.3;2017;;0.71;210.24;6190.0;Radial Velocity;TYC 4955-369-1
MARVELS-11 b;;11.6121;2017;;0.1;128.69;5980.0;Radial Velocity;HD 114623
MARVELS-12 b;;252.5;2017;;0.85;477.01;5285.0;Radial Velocity;TYC 3469-492-1
MARVELS-13 b;;147.6;2017;;0.54;212.63;5525.0;Radial Velocity;GSC 03467-00030
MARVELS-16 b;;31.656;2017;;0.2;115.66;5315.0;Radial Velocity;TYC 3130-160-1
MARVELS-17 b;;103.4;2017;;0.45;186.4;6090.0;Radial Velocity;TYC 3547-1007-1
MARVELS-18 b;;117.6;2017;;0.51;434.91;6295.0;Radial Velocity;TYC 3556-3602-1
MARVELS-19 b;;122.2;2017;;0.52;484.57;6270.0;Radial Velocity;BD+42 3438
MARVELS-8 b;;36.045;2017;;0.215;111.49;5540.0;Radial Velocity;TYC 123-549-1
MASCARA-1 b;3.7;2.14878;2017;1.5;0.043;188.7;7554.0;Primary Transit;MASCARA-1
MASCARA-2 b/KELT-20 b;3.518;3.4741085;2017;1.83;0.0542;;8981.0;Primary Transit;KELT-20
MASCARA-3 b;5.18;5.5514926;2019;1.272;0.06971;96.79;6508.0;Primary Transit;HD 93148
MOA 2009-BLG-411L b;53.0;;2012;;0.15;6900.0;;Microlensing;MOA 2009-BLG-411L
MOA-2007-BLG-192L b;0.01;;2008;;0.66;700.0;;Microlensing;MOA-2007-BLG-192L
MOA-2007-BLG-197L b;41.0;;2015;;4.29;4170.0;;Microlensing;MOA-2007-BLG-197L
MOA-2007-BLG-400L b;1.71;;2008;;3.9;6890.0;;Microlensing;MOA-2007-BLG-400L
MOA-2008-BLG-310L b;0.233;;2010;;1.25;6000.0;;Microlensing;MOA-2008-BLG-310L
MOA-2008-BLG-379L b;4.1;;2013;;3.3;3600.0;;Microlensing;MOA-2008-BLG-379L
MOA-2009-BLG-266L b;0.0327;2780.0;2010;;3.2;3040.0;;Microlensing;MOA-2009-BLG-266L
MOA-2009-BLG-319L b;0.208;;2010;;2.0;6100.0;;Microlensing;MOA-2009-BLG-319
MOA-2009-BLG-387L b;2.6;1970.0;2011;;1.8;5700.0;;Microlensing;MOA-2009-BLG-387L
MOA-2010-BLG-073L b;11.0;;2012;;1.21;2800.0;;Default;MOA-2010-BLG-073L
MOA-2010-BLG-117 b;0.51;;2017;;2.9;3400.0;;Microlensing;MOA-2010-BLG-117
MOA-2010-BLG-328L b;0.029;;2013;;0.92;810.0;;Microlensing;MOA-2010-BLG-328L
MOA-2010-BLG-353L b;0.27;;2015;;1.72;6430.0;;Microlensing;MOA-2010-BLG-353L
MOA-2010-BLG-477L b;1.4;;2012;;2.8;2300.0;;Microlensing;MOA-2010-BLG-477L
MOA-2011-BLG-028L b;0.094;;2015;;7.14;7380.0;;Microlensing;MOA-2011-BLGL-028L
MOA-2011-BLG-262L b;0.0566340496492;;2013;;0.84;7350.0;;Microlensing;MOA-2011-BLG-262L
MOA-2011-BLG-274 b;0.8;;2014;;40.0;800.0;;Microlensing;MOA-2011-BLG-274
MOA-2011-BLG-291 b;0.085;;2018;;1.4;7000.0;;Microlensing;MOA-2011-BLG-291
MOA-2011-BLG-293L b;4.8;;2012;;1.1;7700.0;;Microlensing;MOA-2011-BLG-293L
MOA-2011-BLG-322L b;7.8;;2013;;3.6;7740.0;;Microlensing;MOA-2011-BLG-322
MOA-2012-BLG-006 b;8.4;;2017;;10.2;5300.0;;Microlensing;MOA-2012-BLG-006
MOA-2012-BLG-505L b;6.7;;2017;;1.12;7210.0;;Microlensing;MOA-2012-BLG-505L
MOA-2013-BLG-220L b;2.74;;2014;;3.03;6720.0;;Microlensing;MOA-2013-BLG-220L
MOA-2013-BLG-605L b;0.066;;2015;;4.2;3600.0;;Microlensing;MOA-2013-BLG-605L
MOA-2014-BLG-472 b;1.9;;2021;;0.96;7200.0;;Microlensing;MOA-2014-BLG-472
MOA-2015-BLG-337 a;9.8;;2018;;0.24;7100.0;;Microlensing;
MOA-2015-BLG-337 b;0.106;;2018;;0.24;7100.0;;Microlensing;
MOA-2016-BLG-227L b;2.3;;2017;;1.64;6400.0;;Microlensing;MOA-2016-BLG-227L
MOA-2016-BLG-231 b;9.0;;2019;;0.88;2850.0;;Microlensing;MOA-2016-BLG-231
MOA-2016-BLG-319L b;0.62;;2018;;0.95;6800.0;;Microlensing;MOA-2016-BLG-319L
MOA-bin-1L b;3.7;;2012;;8.3;5100.0;;Microlensing;MOA-bin-1L
MOA-bin-29 b;0.55;;2019;;1.13;6900.0;;Microlensing;MOA-bin-29
NGC 2423 3 b;;714.3;2007;;2.1;766.0;;Radial Velocity;NGC 2423 3
NGC 4349 127 b;;677.8;2007;;2.38;2176.0;;Radial Velocity;NGC 4349 127
NGTS-1 b;0.812;2.647298;2017;1.33;0.0326;224.0;3916.0;Primary Transit;NGTS-1
NGTS-10 b;2.162;0.7668944;;1.205;0.0143;;4400.0;Primary Transit;NGTS-10
NGTS-11 b;0.37;35.455285;2020;0.823;0.2;191.5;5050.0;Primary Transit;NGTS-11
NGTS-12 b;0.208;7.532806;2020;1.048;0.0757;452.0;5690.0;Primary Transit;NGTS-12
NGTS-13 b;4.84;4.119027;2021;1.142;0.0549;657.0;5918.0;Primary Transit;NGTS-13
NGTS-14A b;0.092;3.5357173;2021;0.44;0.0403;325.1;5187.0;Primary Transit;NGTS-14A
NGTS-15 b;0.751;3.27623;2021;1.1;0.0441;791.0;5600.0;Primary Transit;NGTS-15
NGTS-16 b;0.667;4.84532;2021;1.3;0.0523;892.0;5550.0;Primary Transit;NGTS-16
NGTS-17 b;0.764;3.24253;2021;1.24;0.0391;1047.0;5650.0;Primary Transit;NGTS-17
NGTS-18 b;0.409;3.05125;2021;1.21;0.0448;1108.0;5610.0;Primary Transit;NGTS-18
NGTS-2 b;0.67;4.5111204;2018;1.536;0.0584;360.3;6478.0;Primary Transit;NGTS-2
NGTS-3A b;2.38;1.6753728;2018;1.48;0.023;1010.0;5570.0;Primary Transit;NGTS-3A
NGTS-4 b;0.0648;1.3373508;2018;0.2837;0.019;282.6;5143.0;Primary Transit;NGTS-4
NGTS-5 b;0.229;3.3569866;2019;1.136;0.0382;309.5;4987.0;Primary Transit;NGTS-5
NGTS-6 b;1.33;0.882058;2019;1.271;0.016623018;311.0;4410.0;Primary Transit;NGTS-6
NGTS-7A b;62.0;0.67599;2019;1.07;0.0139;152.67;3359.0;Primary Transit;NGTS-7A
NGTS-8 b;0.93;2.4997;2019;1.09;0.035;434.273;5241.0;Primary Transit;NGTS-8
NGTS-9 b;2.9;4.43527;2019;1.07;0.058;619.732;6330.0;Primary Transit;NGTS-9
NLTT 25473 b;15.0;1.48;2001;;;109.38;18500.0;Radial Velocity;NLTT 25473
NLTT 41135 b;33.7;2.889475;2010;1.13;0.024;22.7;3230.0;Primary Transit;NLTT 41135
NLTT 5306 b;56.0;1.698;2013;;0.00263;77.9678;7756.0;Radial Velocity;NLTT 5306
NN Ser (AB) c;6.91;5660.0;2010;;5.38;500.0;;Timing;NN Ser (AB)
NN Ser (AB) d;2.28;2830.0;2009;;3.39;500.0;;Timing;NN Ser (AB)
NSVS 1425 (AB) d;;3317.7;2017;;3.12;;42000.0;Timing;NSVS 1425 (AB)
NY Vir (AB) b;2.78;2987.745;2011;;3.39;;33000.0;Timing;NY Vir (AB)
NY Vir (AB) c;4.49;9861.75;2011;;7.54;;33000.0;Timing;NY Vir (AB)
OGLE--2018-BLG-0516 b;0.0632;;2021;;2.2;7000.0;;Microlensing;OGLE--2018-BLG-0516
OGLE-2003-BLG-235L b;2.6;;2004;;5.1;5200.0;;Microlensing;OGLE-2003-BLG-235L
OGLE-2005-071L b;3.5;3600.0;2005;;3.6;3300.0;;Microlensing;OGLE-2005-071L
OGLE-2005-169L b;0.0444;;2005;;4.0;4100.0;;Microlensing;OGLE-2005-169L
OGLE-2005-390L b;0.017;3500.0;2005;;2.1;6500.0;;Microlensing;OGLE-2005-390L
OGLE-2006-109L b;0.727;1790.0;2008;;2.3;1510.0;;Microlensing;OGLE-2006-109L
OGLE-2006-109L c;0.271;4931.0;2008;;4.5;1510.0;;Microlensing;OGLE-2006-109L
OGLE-2006-BLG-284 b;0.453;;2020;;2.2;4000.0;;Microlensing;OGLE-2006-BLG-284
OGLE-2007-BLG-349L (AB) b;0.25;;2016;;2.59;2760.0;;Microlensing;OGLE-2007-BLG-349L (AB)
OGLE-2007-BLG-368L b;0.0694;;2008;;3.3;5900.0;;Microlensing;OGLE-2007-BLG-368L
OGLE-2008-BLG-092L A b;0.18;;2014;;15.0;7000.0;;Microlensing;OGLE-2008-BLG-092L A
OGLE-2008-BLG-355L b;4.6;;2014;;1.7;6800.0;;Microlensing;OGLE-2008-BLG-355L
OGLE-2009-BLG-151L b;7.5;;2013;;0.31;390.0;;Microlensing;OGLE-2009-BLG-151L
OGLE-2011-BLG-0173L b;0.19;;2018;;10.0;6200.0;;Microlensing;OGLE-2011-BLG-0173L
OGLE-2011-BLG-0251L b;0.96;;2012;;3.86;4090.0;;Microlensing;OGLE-2011-BLG-0251L
OGLE-2011-BLG-0265L b;0.88;;2015;;1.89;4380.0;;Microlensing;OGLE-2011-BLG-0265L
OGLE-2011-BLG-0420L b;9.4;;2013;;0.19;1990.0;;Microlensing;OGLE-2011-BLG-0420L
OGLE-2012-BLG-0026L b;0.11;;2012;;3.82;4080.0;;Microlensing;OGLE-2012-BLG-0026L
OGLE-2012-BLG-0026L c;0.68;;2012;;4.63;4080.0;;Microlensing;OGLE-2012-BLG-0026L
OGLE-2012-BLG-0358L b;1.85;;2013;;0.87;1760.0;;Microlensing;OGLE-2012-BLG-0358L
OGLE-2012-BLG-0406L b;2.73;;2013;;3.45;4970.0;;Microlensing;OGLE-2012-BLG-0406L
OGLE-2012-BLG-0563L b;0.39;;2015;;0.74;1300.0;5907.0;Microlensing;OGLE-2012-BLG-0563L
OGLE-2012-BLG-0724L b;0.47;;2016;;1.6;6700.0;;Microlensing;OGLE-2012-BLG-0724L
OGLE-2012-BLG-0838 b;0.25;;2019;;4.2;6620.0;;Microlensing;OGLE-2012-BLG-0838
OGLE-2012-BLG-0950L b;0.11;;2016;;2.7;3000.0;5500.0;Microlensing;OGLE-2012-BLG-0950L
OGLE-2012-BLG-1323;0.0072;;2018;;;;;Microlensing;
OGLE-2013-BLG-0102L b;13.6;;2014;;0.8;3020.0;;Microlensing;OGLE-2013-BLG-0102L
OGLE-2013-BLG-0132L b;0.29;;2017;;3.6;3900.0;;Microlensing;OGLE-2013-BLG-0132L
OGLE-2013-BLG-0341L b;0.00522291791209;;2014;;0.702;911.0;;Microlensing;OGLE-2013-BLG-0341L
OGLE-2013-BLG-0578L b;34.0;;2013;;1.16;1160.0;;Microlensing;OGLE-2013-BLG-0578L
OGLE-2013-BLG-0911L b;10.08;;2019;;10.8;3220.0;;Microlensing;OGLE-2013-BLG-0911L
OGLE-2013-BLG-1721L b;0.64;;2017;;2.6;6300.0;;Microlensing;OGL-2013-BLG-1721L
OGLE-2013-BLG-1761L b;2.8;;2017;;1.8;6900.0;;Microlensing;OGLE-2013-BLG-1761L
OGLE-2014-BLG-0124L b;0.64;;2014;;3.48;3600.0;;Microlensing;OGLE-2014-BLG-0124L
OGLE-2014-BLG-0257L b;36.0;;2016;;0.61;1250.0;;Microlensing;OGLE-2014-BLG-0257L
OGLE-2014-BLG-0676L b;3.09;;2016;;4.4;2220.0;;Microlensing;OGLE-2014-BLG-0676L
OGLE-2014-BLG-1112L b;31.7;;2017;;9.63;4840.0;;Microlensing;OGLE-2014-BLG-1112L
OGLE-2014-BLG-1186L b;0.142;;2018;;;1700.0;;Microlensing;OGLE-2014-BLG-1186L
OGLE-2014-BLG-1722L b;0.174;;2018;;1.9;6400.0;;Microlensing;OGLE-2014-BLG-1722L
OGLE-2014-BLG-1722L c;0.2633;;2018;;2.5;6400.0;;Microlensing;OGLE-2014-BLG-1722L
OGLE-2014-BLG-1760L b;0.573;;2016;;1.75;6060.0;;Microlensing;OGLE-2014-BLG-1760L
OGLE-2015-BLG-0051L b;0.72;;2016;;0.73;8200.0;;Microlensing;OGLE-2015-BLG-0051L
OGLE-2015-BLG-0954L b;4.4;;2016;;1.2;600.0;;Microlensing;OGLE-2015-BLG-0954L
OGLE-2015-BLG-0966L b;0.066;;2015;;2.4;2900.0;;Microlensing;OGLE-2015-BLG-0966L
OGLE-2015-BLG-1319L b;45.0;;2016;;0.245;5000.0;;Microlensing;OGLE-2015-BLG-1319L
OGLE-2015-BLG-1649 b;2.54;;2019;;2.07;4230.0;;Microlensing;OGLE-2015-BLG-1649
OGLE-2015-BLG-1670L b;0.0563;;2018;;3.2;6700.0;;Microlensing;OGLE-2015-BLG-1670L
OGLE-2015-BLG-1771L b;0.433;;2019;;0.85;7070.0;;Microlensing;OGLE-2015-BLG-1771L
OGLE-2016-BLG-0263L b;4.1;;2017;;6.5;6500.0;;Microlensing;OGLE-2016-BLG-0263L
OGLE-2016-BLG-0613L (AB) b;4.18;;2017;;6.4;3410.0;;Microlensing;OGLE-2016-BLG-0613L (AB)
OGLE-2016-BLG-0693L b;49.0;;2017;;5.0;5000.0;;Microlensing;OGLE-2016-BLG-0693L
OGLE-2016-BLG-1067L b;0.43;;2018;;1.7;3730.0;;Microlensing; OGLE-2016-BLG-1067L
OGLE-2016-BLG-1190L b;13.38;1223.6;2017;;2.17;6770.0;;Microlensing;OGLE-2016-BLG-1190L
OGLE-2016-BLG-1195L b;0.0045;;2017;;1.16;3910.0;;Microlensing;OGLE-2016-BLG-1195L
OGLE-2016-BLG-1227 b;0.79;;2019;;3.4;1210.0;;Microlensing;OGLE-2016-BLG-1227
OGLE-2016-BLG-1266L b;11.9;;2018;;0.42;3050.0;;Microlensing;OGLE-2016-BLG-1266L
OGLE-2016-BLG-1469L b;13.6;;2017;;0.33;4500.0;;Microlensing;OGLE-2016-BLG-1469L
OGLE-2016-BLG-1540;;;2018;;;;;Microlensing;
OGLE-2016-BLG-1928;0.0009;;2020;;;;;Microlensing;
OGLE-2016-BLG-596L b;12.2;;2016;;;;;Microlensing;OGLE-2016-BLG-0596L
OGLE-2017-BLG-0114 b;;;2021;;0.75;;;Microlensing;OGLE-2017-BLG-0114
OGLE-2017-BLG-0173L b;9.08;;2017;;3.75;4700.0;;Microlensing;OGLE-2017-BLG-0173L
OGLE-2017-BLG-0373L b;;;2018;;;5900.0;;Microlensing;OGLE-2017-BLG-0373L
OGLE-2017-BLG-0406 b;0.41;;2020;;3.5;5200.0;;Microlensing;OGLE-2017-BLG-0406
OGLE-2017-BLG-0482 b;9.0;;2018;;1.8;5800.0;;Microlensing;OGLE-2017-BLG-0482
OGLE-2017-BLG-0560;1.9;;2018;;;;;Microlensing;
OGLE-2017-BLG-0604 b;0.51;;2020;;4.06;3950.0;;Microlensing;OGLE-2017-BLG-0604
OGLE-2017-BLG-0896;19.0;;2019;;;4000.0;;Microlensing;
OGLE-2017-BLG-1049 b;5.53;;2020;;3.92;5670.0;;Microlensing;OGLE-2017-BLG-1049
OGLE-2017-BLG-1099 b;3.02;;2021;;2.73;7250.0;;Microlensing;OGLE-2017-BLG-1099
OGLE-2017-BLG-1140L b;1.63;;2018;;1.02;7350.0;;Microlensing;OGLE-2017-BLG-1140L
OGLE-2017-BLG-1375 b;10.33;;2020;;2.97;3790.0;;Microlensing;OGLE-2017-BLG-1375
OGLE-2017-BLG-1434L b;0.014;;;;1.18;860.0;;Microlensing;OGLE-2017-BLG-1434L
OGLE-2017-BLG-1522L b;0.75;;2018;;0.59;990.0;;Microlensing;OGLE-2017-BLG-1522L
OGLE-2018-BLG-0506 b;0.0513;;2021;;3.0;5600.0;;Microlensing;OGLE-2018-BLG-0506
